idx,word,kana,pos,desc,group,lesson
840,そろそろ,そろそろ,副,快要,1,117
841,まず,まず,副,先，首先,1,117
842,ベートーベン,ベートーベン,专,贝多芬,1,117
843,ショパン,ショパン,专,肖邦,1,117
844,故宮,こきゅう,专,故宫,1,117
845,ヨーロッパ,ヨーロッパ,专,欧洲,1,117
846,香港,ホンコン,专,香港,1,117
847,スイス,スイス,专,瑞士,1,117
848,音,おと,名,声音，响声,1,118
849,声,こえ,名,声音,1,118
850,空気,くうき,名,空气,1,118
851,息子,むすこ,名,儿子,1,118
852,医者,いしゃ,名,医生,1,118
853,お嬢さん,おじょうさん,名,令爱,1,118
854,社会人,しゃかいじん,名,社会的一员，成人,1,118
855,旅行ガイド,りょこうガイド,名,旅行导游,1,118
856,学者,がくしゃ,名,学者,1,118
857,パイロット,パイロット,名,飞行员,1,118
858,デザイナー,デザイナー,名,设计者，设计家,1,118
859,タイムサービス,タイムサービス,名,时段廉价销售,1,118
860,新春セール,しんしゅんセール,名,新年大甩卖,1,118
861,３割引,さんわりびき,名,七折,1,118
862,定価,ていか,名,定价,1,118
863,半額,はんがく,名,半价,1,118
864,値段,ねだん,名,价格,1,118
865,シャツ,シャツ,名,衬衫,1,118
866,スカート,スカート,名,裙子,1,118
867,色,いろ,名,颜色,1,118
868,赤,あか,名,红色,1,118
869,青,あお,名,蓝色,1,118
870,お正月,おしょうがつ,名,过年，新年,1,118
871,時間,じかん,名,时间,1,118
872,将来,しょうらい,名,将来,1,118
873,準備,じゅんび,名,准备,1,118
874,病気,びょうき,名,疾病,1,118
875,なります,なります,动1,变，当，变成，成为,1,118
876,開きます,あきます,动1,【自】开,1,118
877,似合います,にあいます,动1,【自】适合，相称,1,118
878,うるさい,うるさい,形1,闹，使人心烦,1,118
879,シンプル,シンプル,形2,单纯，简洁(simple),1,118
880,間もなく,まもなく,副,马上，一会儿，不久,1,118
881,もうすぐ,もうすぐ,副,马上,1,118
882,さらに,さらに,副,更加，更,1,118
883,もっと,もっと,副,更加，更,1,118
884,さあ,さあ,叹,啊，喂,1,118
885,できるだけ,できるだけ,熟语,尽量，尽可能,1,118
886,まとめて,まとめて,熟语,一下子，一起，汇总，汇集,1,118
887,今から,いまから,熟语,从现在起,1,118
888,品物,しなもの,名,物品，商品,1,119
889,お皿,おさら,名,盘子,1,119
890,ごみ,ごみ,名,垃圾,1,119
891,初心者,しょしんしゃ,名,初学者,1,119
892,上級者,じょうきゅうしゃ,名,熟练者,1,119
893,高級,こうきゅう,名,高级,1,119
894,上級クラス,じょうきゅうクラス,名,高级班,1,119
895,英会話,えいかいわ,名,英语会话,1,119
896,コース,コース,名,路线，滑道(course),1,119
897,スキー,スキー,名,滑雪,1,119
898,レポート,レポート,名,报告,1,119
899,パスポート,パスポート,名,护照,1,119
900,のど,のど,名,喉咙,1,119
901,触ります,さわります,动1,【自】碰，触,1,119
902,脱ぎます,ぬぎます,动1,【他】脱,1,119
903,転びます,ころびます,动1,【自】摔，摔倒，跌倒,1,119
904,渇きます,かわきます,动1,【自】渴,1,119
905,治ります,なおります,动1,【自】痊愈，医好,1,119
906,滑ります,すべります,动1,【自】滑，滑行,1,119
907,呼びます,よびます,动1,【他】呼喊,1,119
908,返します,かえします,动1,【他】归还,1,119
909,手伝います,てつだいます,动1,【他】帮忙,1,119
